query,category,wayback_url,chatnoir_url,file_name,uuid
food to avoid when pregnant,health,http://web.archive.org/web/20120317124843/http://www.huggies.com.au:80/pregnancy/recipes/to-avoid,https://www.chatnoir.eu/cache?uuid=fd016078-6fe6-5e9d-a9ef-61726e9990d0&amp;index=cw12&amp;raw,food-to-avoid-when-pregnant.pdf,fd016078-6fe6-5e9d-a9ef-61726e9990d0
baby shower ideas,personal,http://web.archive.org/web/20120126004054/http://www.womensforum.com/baby-showers-ideas.html,https://www.chatnoir.eu/cache?uuid=4ab5e8ae-564c-5cdc-879c-1e0762349109&amp;index=cw12&amp;raw,baby-shower-ideas.pdf,4ab5e8ae-564c-5cdc-879c-1e0762349109
cause sensitivity to light,health,http://web.archive.org/web/20120205012029/http://www.allaboutvision.com/conditions/lightsensitive.htm,https://www.chatnoir.eu/cache?uuid=86e17281-3253-550f-bb9f-fbc02c170fbf&amp;index=cw12&amp;raw,cause-sensitivity-to-light.pdf,86e17281-3253-550f-bb9f-fbc02c170fbf
hypertonicity,health,http://web.archive.org/web/20120406214831/http://www.neurosoma.com:80/griner_Hypertonicity.html,https://www.chatnoir.eu/cache?uuid=a8b69670-1a07-592a-aa49-cf8a49a9e91f&amp;index=cw12&amp;raw,hypertonicity.pdf,a8b69670-1a07-592a-aa49-cf8a49a9e91f
security,personal,http://web.archive.org/web/20120301073343/http://www.creativesecurity.com/,https://www.chatnoir.eu/cache?uuid=707ed298-89f4-5081-bad3-d5240cd96f7c&amp;index=cw12&amp;raw,security.pdf,707ed298-89f4-5081-bad3-d5240cd96f7c
loan calculator,personal,http://web.archive.org/web/20130111082836/http://www.gsmr.org:80/calc_loanrepayment.asp,https://www.chatnoir.eu/cache?uuid=cf507549-f405-504e-a137-4da47ceb2b07&amp;index=cw12&amp;raw,loan-calculator.pdf,cf507549-f405-504e-a137-4da47ceb2b07
bikini murder,crime,http://web.archive.org/web/20110921011451/http://asianwindow.wordpress.com:80/2008/11/16/murder-he-wrote/,https://www.chatnoir.eu/cache?uuid=a4ce4c57-7e4c-5432-a903-0e9ed3d6e027&amp;index=cw12&amp;raw,bikini-murder.pdf,a4ce4c57-7e4c-5432-a903-0e9ed3d6e027
radium metal,knowledge,http://web.archive.org/web/20120607134443/http://www.chemistryexplained.com/Pr-Ro/Radium.html,https://www.chatnoir.eu/cache?uuid=60cc94be-97de-5634-a2a7-edc0922770b1&amp;index=cw12&amp;raw,radium-metal.pdf,60cc94be-97de-5634-a2a7-edc0922770b1
auschwitz,knowledge,http://web.archive.org/web/20120421103400/http://ww2history.com:80/auschwitz,https://www.chatnoir.eu/cache?uuid=1e773584-acea-5c62-b14e-fbe012bd43ee&amp;index=cw12&amp;raw,auschwitz.pdf,1e773584-acea-5c62-b14e-fbe012bd43ee
world war ii death tolls,knowledge,http://web.archive.org/web/20120322034956/http://www.holocaust-history.org:80/~rjg/deaths.shtml,https://www.chatnoir.eu/cache?uuid=99c82de6-4bdf-5858-9649-64efe4c57d13&amp;index=cw12&amp;raw,world-war-ii-death-tolls.pdf,99c82de6-4bdf-5858-9649-64efe4c57d13
kidney stones and high white blood count,health,http://web.archive.org/web/20120415144942/http://health.nytimes.com:80/health/guides/disease/kidney-stones/diagnosis.html,https://www.chatnoir.eu/cache?uuid=93eecce8-c635-5fce-b6ca-fe0fedce466e&amp;index=cw12&amp;raw,kidney-stones-and-high-white-blood-count.pdf,93eecce8-c635-5fce-b6ca-fe0fedce466e
bladder polyps,health,http://web.archive.org/web/20120101190939/http://www.fcclub.com:80/blogs/allgallbladdersymptoms2/,https://www.chatnoir.eu/cache?uuid=95c8e531-71a9-567c-98d3-b3cb2f9fb28b&amp;index=cw12&amp;raw,bladder-polyps.pdf,95c8e531-71a9-567c-98d3-b3cb2f9fb28b
diabetes diet,health,http://web.archive.org/web/20120614124110/http://www.coheso.com:80/diabetes-d.html,https://www.chatnoir.eu/cache?uuid=3cd2a260-d7d0-5645-807a-0266020673f5&amp;index=cw12&amp;raw,diabetes-diet.pdf,3cd2a260-d7d0-5645-807a-0266020673f5
heart fluttering,health,http://web.archive.org/web/20120509070635/http://www.doctorslounge.com/cardiology/forums/backup/topic-17981.html,https://www.chatnoir.eu/cache?uuid=da068e27-1d64-583d-a33b-93c6c94720ab&amp;index=cw12&amp;raw,heart-fluttering.pdf,da068e27-1d64-583d-a33b-93c6c94720ab
stress test,health,http://web.archive.org/web/20120414185106/http://www.emirateshospital.ae:80/medical-tests/stress-test.html,https://www.chatnoir.eu/cache?uuid=0220b2a0-3b6b-57f0-a83e-e07e58ee2550&amp;index=cw12&amp;raw,stress-test.pdf,0220b2a0-3b6b-57f0-a83e-e07e58ee2550
knee pain,health,http://web.archive.org/web/20120118184844/http://www.aimsclinic.com:80/knee-joint-pain.php,https://www.chatnoir.eu/cache?uuid=ebf864bf-9482-5eff-84c3-660c5ac765f5&amp;index=cw12&amp;raw,knee-pain.pdf,ebf864bf-9482-5eff-84c3-660c5ac765f5
criminal reports,crime,http://web.archive.org/web/20110717083723/http://www.peoplerecords.com:80/criminal-records/criminal-background-reports/,https://www.chatnoir.eu/cache?uuid=48e92306-db9f-5227-8e35-aed62d204d4f&amp;index=cw12&amp;raw,criminal-reports.pdf,48e92306-db9f-5227-8e35-aed62d204d4f
signs of abuse,crime,http://web.archive.org/web/20130730174834/http://www.caps.utoronto.ca/Services-Offered/Assault-Counselling/warning-signs-of-abuse.htm,https://www.chatnoir.eu/cache?uuid=c3584b5c-fdb3-573a-a01a-063f09753deb&amp;index=cw12&amp;raw,signs-of-abuse.pdf,c3584b5c-fdb3-573a-a01a-063f09753deb
weight watcher,personal,http://web.archive.org/web/20120402082839/http://www.weightloss-diettips.com:80/weight-watchers.html,https://www.chatnoir.eu/cache?uuid=526ff262-fdb7-51d0-9aa9-a7c580f85dae&amp;index=cw12&amp;raw,weight-watcher.pdf,526ff262-fdb7-51d0-9aa9-a7c580f85dae
side effects of metformin,health,http://web.archive.org/web/20120221015616/http://diabetes.emedtv.com:80/metformin/metformin-hcl-side-effects.html,https://www.chatnoir.eu/cache?uuid=a4293444-2906-5d0b-8b1c-7ba825694a34&amp;index=cw12&amp;raw,side-effects-of-metformin.pdf,a4293444-2906-5d0b-8b1c-7ba825694a34
life insurance,personal,http://web.archive.org/web/20120309101942/http://www.lifeinsurance.org.za:80/145/life-insurance-company/,https://www.chatnoir.eu/cache?uuid=58b3255b-27c1-5d31-a259-2aba35f3cf89&amp;index=cw12&amp;raw,life-insurance.pdf,58b3255b-27c1-5d31-a259-2aba35f3cf89
non allergenic dogs,personal,http://web.archive.org/web/20120508015320/http://www.acaai.org/allergist/Resources/ask-allergist/Pages/Ask_the_Allergist_Hypo-Allergenic_Non-Allergenic_Dogs_Cats.aspx,https://www.chatnoir.eu/cache?uuid=9e81c0b1-2bb4-5b75-95c6-d908e3a9d47d&amp;index=cw12&amp;raw,non-allergenic-dogs.pdf,9e81c0b1-2bb4-5b75-95c6-d908e3a9d47d
veterans benefits,politics,http://web.archive.org/web/20120330183453/http://www.howardcc.edu:80/admissions/pay/veteran_benefits/index.html,https://www.chatnoir.eu/cache?uuid=ae527337-f8b5-5ce1-aaee-5fdef9e5b093&amp;index=cw12&amp;raw,veterans-benefits.pdf,ae527337-f8b5-5ce1-aaee-5fdef9e5b093
rape crisis center,crime,http://web.archive.org/web/20121108113746/http://www.1202.org.il/English/template/default.asp?siteId=5,https://www.chatnoir.eu/cache?uuid=9fa63e31-58c8-52c3-9ef1-679b068acf89&amp;index=cw12&amp;raw,rape-crisis-center.pdf,9fa63e31-58c8-52c3-9ef1-679b068acf89
crime pays,crime,http://web.archive.org/web/20061019190359/http://louisiana.construction.com/features/archive/0501_feature4.asp,https://www.chatnoir.eu/cache?uuid=be62a816-85cd-518e-9649-019d4115bff2&amp;index=cw12&amp;raw,crime-pays.pdf,be62a816-85cd-518e-9649-019d4115bff2
child care,personal,http://web.archive.org/web/20120617201543/http://www.oldcolonyymca.org:80/youthbrockton/child_care/,https://www.chatnoir.eu/cache?uuid=08ea5d82-bb85-52b8-9a6c-ef2d16792e98&amp;index=cw12&amp;raw,child-care.pdf,08ea5d82-bb85-52b8-9a6c-ef2d16792e98
horse racing,personal,http://web.archive.org/web/20120306054742/http://www.betroyal.com:80/horse-racing-betting/horse-racing,https://www.chatnoir.eu/cache?uuid=b2bb90a3-28bd-5ec8-a3b8-bf5824b696f4&amp;index=cw12&amp;raw,horse-racing.pdf,b2bb90a3-28bd-5ec8-a3b8-bf5824b696f4
how to win lotto,personal,http://web.archive.org/web/20111208100343/http://www.smartluck.com:80/free-lottery-tips/ger649.htm,https://www.chatnoir.eu/cache?uuid=8f671e1a-2b5b-56f4-a18b-210a58a11c76&amp;index=cw12&amp;raw,how-to-win-lotto.pdf,8f671e1a-2b5b-56f4-a18b-210a58a11c76
parental controls,personal,http://web.archive.org/web/20110823174532/http://www.improve-pc-tools.com:80/index.php/tag/parental-controls/,https://www.chatnoir.eu/cache?uuid=9c692135-aca9-5a48-ad3c-3f4ee60475ed&amp;index=cw12&amp;raw,parental-controls.pdf,9c692135-aca9-5a48-ad3c-3f4ee60475ed
lsd,crime,http://web.archive.org/web/20120824060411/http://www.linkinghumansystems.com:80/drugs/lsd.html,https://www.chatnoir.eu/cache?uuid=ee104375-e2c8-531b-ac81-00933df2655c&amp;index=cw12&amp;raw,lsd.pdf,ee104375-e2c8-531b-ac81-00933df2655c
sex offender registry,crime,http://web.archive.org/web/20110722140425/http://www.cohassetpolice.com/content/1/22/,https://www.chatnoir.eu/cache?uuid=41508ae7-fe3e-59d1-bf03-3585915cf0d3&amp;index=cw12&amp;raw,sex-offender-registry.pdf,41508ae7-fe3e-59d1-bf03-3585915cf0d3
sepsis,health,http://web.archive.org/web/20120311191408/http://www.sepsisalliance.org/sepsis/definition/,https://www.chatnoir.eu/cache?uuid=dcd7c55e-3bb9-56b2-a8d9-d00751d985d5&index=cw12&raw,sepsis.pdf,dcd7c55e-3bb9-56b2-a8d9-d00751d985d5
